;Data;Cenario;Delft3D;Model A;Model B
1146;17/08/2012;B12;0,0666048;0,032623408;0,090661904
1151;18/08/2012;B12;0,0666358;0,03268172;0,090945628
1156;19/08/2012;B12;0,0665781;0,032560509;0,090731277
1161;20/08/2012;B12;0,0664889;0,032498529;0,090861189
1166;21/08/2012;B12;0,066363;0,032569094;0,091066343
1171;22/08/2012;B12;0,0663683;0,032587677;0,091228293
1176;23/08/2012;B12;0,066288;0,032541662;0,091406618
1181;24/08/2012;B12;0,0662986;0,032488831;0,091518694
1186;25/08/2012;B12;0,0664958;0,032462148;0,091541441
1191;26/08/2012;B12;0,0664672;0,032390726;0,091341977
1196;27/08/2012;B12;0,0662958;0,032350117;0,091405844
1201;28/08/2012;B12;0,0664475;0,032284207;0,091456375
1206;29/08/2012;B12;0,0664219;0,032223358;0,091505325
1211;30/08/2012;B12;0,0663517;0,032188038;0,091564939
1216;31/08/2012;B12;0,0663201;0,032233406;0,091657413
1221;01/09/2012;B12;0,0664581;0,032176291;0,0916759
1226;02/09/2012;B12;0,0664556;0,032058127;0,091415766
1231;03/09/2012;B12;0,0662475;0,032037512;0,091442818
1236;04/09/2012;B12;0,0661528;0,032064961;0,091480802
1241;05/09/2012;B12;0,0668826;0,032080854;0,091610396
1246;06/09/2012;B12;0,0667624;0,032054901;0,091712334
1251;07/09/2012;B12;0,0666033;0,031995574;0,091783795
1256;08/09/2012;B12;0,0662909;0,031946682;0,091845017
1261;09/09/2012;B12;0,0660989;0,031943735;0,09191622
1266;10/09/2012;B12;0,0660135;0,032020124;0,092014487
1271;11/09/2012;B12;0,0659559;0,032228956;0,092176839
1276;12/09/2012;B12;0,0659196;0,032279489;0,092274285
1281;13/09/2012;B12;0,0658971;0,032356569;0,092381958
1286;14/09/2012;B12;0,0658226;0,032419222;0,092482302
1291;15/09/2012;B12;0,0665554;0,032478672;0,092629648
1296;16/09/2012;B12;0,066747;0,032577418;0,092709415
1301;17/09/2012;B12;0,0665715;0,032573199;0,092817644
1306;18/09/2012;B12;0,0661609;0,032563115;0,092843921
1311;19/09/2012;B12;0,0661538;0,032688889;0,092986629
1316;20/09/2012;B12;0,0662831;0,032995911;0,093217636
1321;21/09/2012;B12;0,0658172;0,033006911;0,093262871
1326;22/09/2012;B12;0,0658625;0,033342241;0,093461843
1331;23/09/2012;B12;0,0659163;0,03363835;0,093670144
1336;24/09/2012;B12;0,0658949;0,033690678;0,093782577
1341;25/09/2012;B12;0,0662935;0,033932411;0,093970177
1346;26/09/2012;B12;0,0663517;0,034145809;0,09422349
1351;27/09/2012;B12;0,0661497;0,034315729;0,094396505
1356;28/09/2012;B12;0,0663163;0,034380129;0,094537702
1361;29/09/2012;B12;0,0667701;0,034422592;0,094598626
1366;30/09/2012;B12;0,0670396;0,034286479;0,094461221
1371;01/10/2012;B12;0,0670085;0,034246495;0,094401029
1376;02/10/2012;B12;0,0667415;0,034351706;0,094387978
1381;03/10/2012;B12;0,0665128;0,034381634;0,094343642
1386;04/10/2012;B12;0,0664929;0,034317271;0,094261593
1391;05/10/2012;B12;0,0663726;0,034332169;0,094198911
1396;06/10/2012;B12;0,0663134;0,034480471;0,094372952
1401;07/10/2012;B12;0,0662439;0,03463406;0,094543125
1406;08/10/2012;B12;0,0662239;0,034659576;0,094454931
1411;09/10/2012;B12;0,0663937;0,03470932;0,094363928
1416;10/10/2012;B12;0,0664391;0,034799328;0,094282524
1421;11/10/2012;B12;0,0663751;0,034840928;0,094176209
1426;12/10/2012;B12;0,0662473;0,034766432;0,094017426
1431;13/10/2012;B12;0,0667725;0,034671929;0,093762663
1436;14/10/2012;B12;0,0670385;0,034576683;0,09344931
1441;15/10/2012;B12;0,0671148;0,034492889;0,093252319
1446;16/10/2012;B12;0,0669729;0,034489833;0,093044603
1451;17/10/2012;B12;0,0668354;0,034752974;0,09295633
1456;18/10/2012;B12;0,0668187;0,034994419;0,093149786
1461;19/10/2012;B12;0,0667336;0,035057919;0,093333378
1466;20/10/2012;B12;0,0666801;0,035227339;0,093540374
1471;21/10/2012;B12;0,0667238;0,035443752;0,093754429
1476;22/10/2012;B12;0,0666453;0,035509233;0,093907871
1481;23/10/2012;B12;0,066572;0,035823756;0,094164318
1486;24/10/2012;B12;0,0665349;0,035941894;0,094286289
1491;25/10/2012;B12;0,0665997;0,036014638;0,094414722
1496;26/10/2012;B12;0,066637;0,036000773;0,094401848
1501;27/10/2012;B12;0,0666173;0,035949282;0,094388295
1506;28/10/2012;B12;0,066607;0,035787016;0,094328578
1511;29/10/2012;B12;0,0666255;0,035819738;0,094374472
1516;30/10/2012;B12;0,0667006;0,035923953;0,094408657
1521;31/10/2012;B12;0,0667185;0,036384129;0,094482749
1526;01/11/2012;B12;0,0668992;0,036451181;0,094501942
1531;02/11/2012;B12;0,0669652;0,036390271;0,094267707
1536;03/11/2012;B12;0,0671605;0,036284893;0,094015098
1541;04/11/2012;B12;0,0675194;0,036667225;0,093914899
1546;05/11/2012;B12;0,0675776;0,036552721;0,093774676
1551;06/11/2012;B12;0,0675411;0,036377152;0,093495573
1556;07/11/2012;B12;0,0676584;0,03638318;0,093400886
1561;08/11/2012;B12;0,0678619;0,036415431;0,093409877
1566;09/11/2012;B12;0,067885;0,036475031;0,09341693
1571;10/11/2012;B12;0,067881;0,036488152;0,093406972
1576;11/11/2012;B12;0,0678606;0,036432112;0,093385115
1581;12/11/2012;B12;0,0677192;0,036412224;0,093278808
1586;13/11/2012;B12;0,0676699;0,036541181;0,093232929
1591;14/11/2012;B12;0,067737;0,036453594;0,093127484
1596;15/11/2012;B12;0,068279;0,036140435;0,092713179
1601;16/11/2012;B12;0,0683745;0,036055432;0,092629279
1606;17/11/2012;B12;0,0685757;0,035912851;0,092287224
1611;18/11/2012;B12;0,068494;0,03574122;0,091933532
1616;19/11/2012;B12;0,0684098;0,035739382;0,091890836
1621;20/11/2012;B12;0,0684574;0,035806276;0,091859519
1626;21/11/2012;B12;0,0683724;0,035801394;0,091806048
1631;22/11/2012;B12;0,0683603;0,035882647;0,09177576
1636;23/11/2012;B12;0,0686055;0,036037371;0,091750493
1641;24/11/2012;B12;0,0684982;0,036114945;0,091699138
1646;25/11/2012;B12;0,0684342;0,036031281;0,091397362
1651;26/11/2012;B12;0,0684465;0,036216823;0,091418896
1656;27/11/2012;B12;0,0686429;0,036349991;0,091344215
1661;28/11/2012;B12;0,0688114;0,036456308;0,091272685
1666;29/11/2012;B12;0,0687487;0,036485647;0,091183873
1671;30/11/2012;B12;0,0687452;0,036442999;0,090997654
1676;01/12/2012;B12;0,0690343;0,036222925;0,090596569
1681;02/12/2012;B12;0,0691244;0,036086143;0,090212153
1686;03/12/2012;B12;0,0690808;0,03610078;0,090046955
1691;04/12/2012;B12;0,069035;0,036463884;0,090008864
1696;05/12/2012;B12;0,0690355;0,036324336;0,089767245
1701;06/12/2012;B12;0,0690044;0,036277377;0,089643189
1706;07/12/2012;B12;0,0690196;0,03617918;0,089435961
1711;08/12/2012;B12;0,0690506;0,03628374;0,089099447
1716;09/12/2012;B12;0,0690818;0,036379654;0,088781123
1721;10/12/2012;B12;0,0691352;0,036527092;0,088752878
1726;11/12/2012;B12;0,069132;0,036979485;0,088823344
1731;12/12/2012;B12;0,0691512;0,037077939;0,088818327
1736;13/12/2012;B12;0,0691398;0,037001834;0,088698144
1741;14/12/2012;B12;0,0691973;0,03762807;0,088756993
1746;15/12/2012;B12;0,0694551;0,037561059;0,088400764
1751;16/12/2012;B12;0,0699233;0,037064638;0,087903099
1756;17/12/2012;B12;0,0698028;0,036790227;0,087712283
1761;18/12/2012;B12;0,0694368;0,037206064;0,087761595
1766;19/12/2012;B12;0,0693685;0,037553589;0,087791473
1771;20/12/2012;B12;0,0693407;0,037557017;0,087801557
1776;21/12/2012;B12;0,0693595;0,037568518;0,087888539
1781;22/12/2012;B12;0,0694387;0,037431209;0,087637828
1786;23/12/2012;B12;0,0694752;0,037303476;0,087444556
1791;24/12/2012;B12;0,0698512;0,03724399;0,087259088
1796;25/12/2012;B12;0,0701733;0,036877175;0,086933386
1801;26/12/2012;B12;0,0700623;0,036890019;0,086982025
1806;27/12/2012;B12;0,0700011;0,036787226;0,086911503
1811;28/12/2012;B12;0,069954;0,036634357;0,086805774
1816;29/12/2012;B12;0,0699623;0,036412468;0,086555413
1821;30/12/2012;B12;0,0699412;0,036165787;0,086246704
1826;31/12/2012;B12;0,0699119;0,036633011;0,086086033
2;01/01/2012;T25;NA;0,035897012;0,077451468
7;02/01/2012;T25;NA;0,036139131;0,0775984
12;03/01/2012;T25;NA;0,036141172;0,077699714
17;04/01/2012;T25;NA;0,036476163;0,077965299
22;05/01/2012;T25;NA;0,036528684;0,078065985
27;06/01/2012;T25;NA;0,036602786;0,07826769
32;07/01/2012;T25;NA;0,036599879;0,078332881
37;08/01/2012;T25;NA;0,036773337;0,078520102
42;09/01/2012;T25;NA;0,036969573;0,078740447
47;10/01/2012;T25;NA;0,0368104;0,078762746
52;11/01/2012;T25;NA;0,036850805;0,078813258
57;12/01/2012;T25;NA;0,036751765;0,078859283
62;13/01/2012;T25;NA;0,03736758;0,079227291
67;14/01/2012;T25;NA;0,037678807;0,079500016
72;15/01/2012;T25;NA;0,037574931;0,079549939
77;16/01/2012;T25;NA;0,037902606;0,079802233
82;17/01/2012;T25;NA;0,03795208;0,079863159
87;18/01/2012;T25;NA;0,037602794;0,079729337
92;19/01/2012;T25;NA;0,037566147;0,079676539
97;20/01/2012;T25;NA;0,037652996;0,079697693
102;21/01/2012;T25;NA;0,037983233;0,079858895
107;22/01/2012;T25;NA;0,037815467;0,079844351
112;23/01/2012;T25;NA;0,037456076;0,079734684
117;24/01/2012;T25;NA;0,038488287;0,080251105
122;25/01/2012;T25;NA;0,038491861;0,080322735
127;26/01/2012;T25;NA;0,038564059;0,080435641
132;27/01/2012;T25;NA;0,03873319;0,080611115
137;28/01/2012;T25;NA;0,038753721;0,080759125
142;29/01/2012;T25;NA;0,038838695;0,080971008
147;30/01/2012;T25;NA;0,039421937;0,081464394
152;31/01/2012;T25;NA;0,040312371;0,082170349
157;01/02/2012;T25;NA;0,041049832;0,082899231
162;02/02/2012;T25;NA;0,040880685;0,083211344
167;03/02/2012;T25;NA;0,040631396;0,083498121
172;04/02/2012;T25;NA;0,040368019;0,083854192
177;05/02/2012;T25;NA;0,040253978;0,084239453
182;06/02/2012;T25;NA;0,040247411;0,084708912
187;07/02/2012;T25;NA;0,04017737;0,085115833
192;08/02/2012;T25;NA;0,040106542;0,085504098
197;09/02/2012;T25;NA;0,039986491;0,085860621
202;10/02/2012;T25;NA;0,040027576;0,086221614
207;11/02/2012;T25;NA;0,040089582;0,086595288
212;12/02/2012;T25;NA;0,039866766;0,086788796
217;13/02/2012;T25;NA;0,03951235;0,087252069
222;14/02/2012;T25;NA;0,039209951;0,087826301
227;15/02/2012;T25;NA;0,038988641;0,088361063
232;16/02/2012;T25;NA;0,038632879;0,088811394
237;17/02/2012;T25;NA;0,038484195;0,089354053
242;18/02/2012;T25;NA;0,038378974;0,089949685
247;19/02/2012;T25;NA;0,038520127;0,090646674
252;20/02/2012;T25;NA;0,038516317;0,091298438
257;21/02/2012;T25;NA;0,039819795;0,092625255
262;22/02/2012;T25;NA;0,039779267;0,093320858
267;23/02/2012;T25;NA;0,039685315;0,093885845
272;24/02/2012;T25;NA;0,039398553;0,094314542
277;25/02/2012;T25;NA;0,039453032;0,094880662
282;26/02/2012;T25;NA;0,040248933;0,095826053
287;27/02/2012;T25;NA;0,04011437;0,096378829
292;28/02/2012;T25;NA;0,040026384;0,096865806
297;29/02/2012;T25;NA;0,039980487;0,097325578
302;01/03/2012;T25;NA;0,04055865;0,098085875
307;02/03/2012;T25;NA;0,040764374;0,098776136
312;03/03/2012;T25;NA;0,041052589;0,09949268
317;04/03/2012;T25;NA;0,041230428;0,100142633
322;05/03/2012;T25;NA;0,041337616;0,100838298
327;06/03/2012;T25;NA;0,04127384;0,101458596
332;07/03/2012;T25;NA;0,041161889;0,101737908
337;08/03/2012;T25;NA;0,041183385;0,102335096
342;09/03/2012;T25;NA;0,041313093;0,103024534
347;10/03/2012;T25;NA;0,041380248;0,103649126
352;11/03/2012;T25;NA;0,041321223;0,104104894
357;12/03/2012;T25;NA;0,0413492;0,104019861
362;13/03/2012;T25;NA;0,041198304;0,103784737
367;14/03/2012;T25;NA;0,041139885;0,103658569
372;15/03/2012;T25;NA;0,041133589;0,103559074
377;16/03/2012;T25;NA;0,040884271;0,103273813
382;17/03/2012;T25;NA;0,04068062;0,103078577
387;18/03/2012;T25;NA;0,040905061;0,103014111
392;19/03/2012;T25;NA;0,040719322;0,102777231
397;20/03/2012;T25;NA;0,040631499;0,102584068
402;21/03/2012;T25;NA;0,040654242;0,10244608
407;22/03/2012;T25;NA;0,040461302;0,102266404
412;23/03/2012;T25;NA;0,040206106;0,101982091
417;24/03/2012;T25;NA;0,040266702;0,101896246
422;25/03/2012;T25;NA;0,040131542;0,101721454
427;26/03/2012;T25;NA;0,040002081;0,101545408
432;27/03/2012;T25;NA;0,039887162;0,101372828
437;28/03/2012;T25;NA;0,039712366;0,101168403
442;29/03/2012;T25;NA;0,039663105;0,101019278
447;30/03/2012;T25;NA;0,039574648;0,100837387
452;31/03/2012;T25;NA;0,039521709;0,100737827
457;01/04/2012;T25;NA;0,039375163;0,100591954
462;02/04/2012;T25;NA;0,039267181;0,100381911
467;03/04/2012;T25;NA;0,039256516;0,100291932
472;04/04/2012;T25;NA;0,039454131;0,100231781
477;05/04/2012;T25;NA;0,039484042;0,100167325
482;06/04/2012;T25;NA;0,039430652;0,100051874
487;07/04/2012;T25;NA;0,039300232;0,099919173
492;08/04/2012;T25;NA;0,039286663;0,099768541
497;09/04/2012;T25;NA;0,039256932;0,099675408
502;10/04/2012;T25;NA;0,039436391;0,099687966
507;11/04/2012;T25;NA;0,039305585;0,099482537
512;12/04/2012;T25;NA;0,039417516;0,099469746
517;13/04/2012;T25;NA;0,039480465;0,099460474
522;14/04/2012;T25;NA;0,039338814;0,099263265
527;15/04/2012;T25;NA;0,039232855;0,099154553
532;16/04/2012;T25;NA;0,039329977;0,099072415
537;17/04/2012;T25;NA;0,039270299;0,098911292
542;18/04/2012;T25;NA;0,039263945;0,099392407
547;19/04/2012;T25;NA;0,039229709;0,099903717
552;20/04/2012;T25;NA;0,039242159;0,100332572
557;21/04/2012;T25;NA;0,039307276;0,100831336
562;22/04/2012;T25;NA;0,039479158;0,10129947
567;23/04/2012;T25;NA;0,03969725;0,10179994
572;24/04/2012;T25;NA;0,039710857;0,102189767
577;25/04/2012;T25;NA;0,039794102;0,102613397
582;26/04/2012;T25;NA;0,039987303;0,103003705
587;27/04/2012;T25;NA;0,039992754;0,103379531
592;28/04/2012;T25;NA;0,039927577;0,103637573
597;29/04/2012;T25;NA;0,039782639;0,103796455
602;30/04/2012;T25;NA;0,039620259;0,103995315
607;01/05/2012;T25;NA;0,039490259;0,104050028
612;02/05/2012;T25;NA;0,039751112;0,104387664
617;03/05/2012;T25;NA;0,040032421;0,104627142
622;04/05/2012;T25;NA;0,04059575;0,105121132
627;05/05/2012;T25;NA;0,041163983;0,105140244
632;06/05/2012;T25;NA;0,041009998;0,104812998
637;07/05/2012;T25;NA;0,040916062;0,104973915
642;08/05/2012;T25;NA;0,040904543;0,105392254
647;09/05/2012;T25;NA;0,041026582;0,105797964
652;10/05/2012;T25;NA;0,041334435;0,106213383
657;11/05/2012;T25;NA;0,041568206;0,106646649
662;12/05/2012;T25;NA;0,041465132;0,107035621
667;13/05/2012;T25;NA;0,041569334;0,10748262
672;14/05/2012;T25;NA;0,0416145;0,107959178
677;15/05/2012;T25;NA;0,041647485;0,108396045
682;16/05/2012;T25;NA;0,042192248;0,109123647
687;17/05/2012;T25;NA;0,042301349;0,109583946
692;18/05/2012;T25;NA;0,042235339;0,109940282
697;19/05/2012;T25;NA;0,042290471;0,11039395
702;20/05/2012;T25;NA;0,042483186;0,110820973
707;21/05/2012;T25;NA;0,042669216;0,111312049
712;22/05/2012;T25;NA;0,042788051;0,111747693
717;23/05/2012;T25;NA;0,043089314;0,112253923
722;24/05/2012;T25;NA;0,043186145;0,112663198
727;25/05/2012;T25;NA;0,043374725;0,113096717
732;26/05/2012;T25;NA;0,043562962;0,113498803
737;27/05/2012;T25;NA;0,043759355;0,113986801
742;28/05/2012;T25;NA;0,043988632;0,114395371
747;29/05/2012;T25;NA;0,044108621;0,114741788
752;30/05/2012;T25;NA;0,044250545;0,114996402
757;31/05/2012;T25;NA;0,044395347;0,115172417
762;01/06/2012;T25;NA;0,044479371;0,115390264
767;02/06/2012;T25;NA;0,04469977;0,115585385
772;03/06/2012;T25;NA;0,044623985;0,115401822
777;04/06/2012;T25;NA;0,044747115;0,115555508
782;05/06/2012;T25;NA;0,045167857;0,115711367
787;06/06/2012;T25;NA;0,045168156;0,115627495
792;07/06/2012;T25;NA;0,045364979;0,115237459
797;08/06/2012;T25;NA;0,045074639;0,114630531
802;09/06/2012;T25;NA;0,045027197;0,114039811
807;10/06/2012;T25;NA;0,044783663;0,113402427
812;11/06/2012;T25;NA;0,044396441;0,113168756
817;12/06/2012;T25;NA;0,044063598;0,112927351
822;13/06/2012;T25;NA;0,043828392;0,112832482
827;14/06/2012;T25;NA;0,04356995;0,112675274
832;15/06/2012;T25;NA;0,043548403;0,112637182
837;16/06/2012;T25;NA;0,043382993;0,112226656
842;17/06/2012;T25;NA;0,043637938;0,11200023
847;18/06/2012;T25;NA;0,043471572;0,111984538
852;19/06/2012;T25;NA;0,043125446;0,111877103
857;20/06/2012;T25;NA;0,043125901;0,111533434
862;21/06/2012;T25;NA;0,043075046;0,111023844
867;22/06/2012;T25;NA;0,042666836;0,110398768
872;23/06/2012;T25;NA;0,041428904;0,108999279
877;24/06/2012;T25;NA;0,043328897;0,109081938
882;25/06/2012;T25;NA;0,048112248;0,11100734
887;26/06/2012;T25;NA;0,047196662;0,110781781
892;27/06/2012;T25;NA;0,046431052;0,110608565
897;28/06/2012;T25;NA;0,045772201;0,110761271
902;29/06/2012;T25;NA;0,047226224;0,112420016
907;30/06/2012;T25;NA;0,047557608;0,113650864
912;01/07/2012;T25;NA;0,047181137;0,113968619
917;02/07/2012;T25;NA;0,046939848;0,11467127
922;03/07/2012;T25;NA;0,047377714;0,115731092
927;04/07/2012;T25;NA;0,047572375;0,116715547
932;05/07/2012;T25;NA;0,047821044;0,117744259
937;06/07/2012;T25;NA;0,047841752;0,118734673
942;07/07/2012;T25;NA;0,047706313;0,119665635
947;08/07/2012;T25;NA;0,047820721;0,120583755
952;09/07/2012;T25;NA;0,047798793;0,121408166
957;10/07/2012;T25;NA;0,047784388;0,122143766
962;11/07/2012;T25;NA;0,048390275;0,123181552
967;12/07/2012;T25;NA;0,048396699;0,12393599
972;13/07/2012;T25;NA;0,048326597;0,124618666
977;14/07/2012;T25;NA;0,048231761;0,125286768
982;15/07/2012;T25;NA;0,048127355;0,12599008
987;16/07/2012;T25;NA;0,047860435;0,126502374
992;17/07/2012;T25;NA;0,047458988;0,126887499
997;18/07/2012;T25;NA;0,047145709;0,127308946
1002;19/07/2012;T25;NA;0,047257864;0,127904527
1007;20/07/2012;T25;NA;0,047503723;0,128563166
1012;21/07/2012;T25;NA;0,047525438;0,128830155
1017;22/07/2012;T25;NA;0,047391046;0,129336351
1022;23/07/2012;T25;NA;0,047332394;0,129824925
1027;24/07/2012;T25;NA;0,047258913;0,130361789
1032;25/07/2012;T25;NA;0,047243159;0,130881938
1037;26/07/2012;T25;NA;0,047558997;0,13154939
1042;27/07/2012;T25;NA;0,047512617;0,132033468
1047;28/07/2012;T25;NA;0,047474105;0,132482676
1052;29/07/2012;T25;NA;0,047414709;0,132985714
1057;30/07/2012;T25;NA;0,048187058;0,133791225
1062;31/07/2012;T25;NA;0,048311434;0,134399899
1067;01/08/2012;T25;NA;0,048682053;0,134922882
1072;02/08/2012;T25;NA;0,048712841;0,135295811
1077;03/08/2012;T25;NA;0,048564369;0,135430811
1082;04/08/2012;T25;NA;0,048528612;0,135580206
1087;05/08/2012;T25;NA;0,048763395;0,135337388
1092;06/08/2012;T25;NA;0,048795187;0,135555265
1097;07/08/2012;T25;NA;0,04879417;0,13575334
1102;08/08/2012;T25;NA;0,048859896;0,135956803
1107;09/08/2012;T25;NA;0,049532827;0,136559618
1112;10/08/2012;T25;NA;0,049349137;0,136863581
1117;11/08/2012;T25;NA;0,049294165;0,137093466
1122;12/08/2012;T25;NA;0,049181427;0,136848506
1127;13/08/2012;T25;NA;0,049826166;0,137385505
1132;14/08/2012;T25;NA;0,050191709;0,137829327
1137;15/08/2012;T25;NA;0,049989332;0,138015726
1142;16/08/2012;T25;NA;0,049838264;0,13819488
1147;17/08/2012;T25;NA;0,049750696;0,13837871
1152;18/08/2012;T25;NA;0,049839623;0,138811631
1157;19/08/2012;T25;NA;0,049654777;0,138484431
1162;20/08/2012;T25;NA;0,049560257;0,138682497
1167;21/08/2012;T25;NA;0,049667869;0,138995624
1172;22/08/2012;T25;NA;0,049696208;0,139242769
1177;23/08/2012;T25;NA;0,049626035;0,139514732
1182;24/08/2012;T25;NA;0,049545467;0,13968565
1187;25/08/2012;T25;NA;0,049504775;0,139720364
1192;26/08/2012;T25;NA;0,049395857;0,139416029
1197;27/08/2012;T25;NA;0,049333928;0,139513432
1202;28/08/2012;T25;NA;0,049233416;0,139590471
1207;29/08/2012;T25;NA;0,049140622;0,139665128
1212;30/08/2012;T25;NA;0,049086758;0,139756135
1217;31/08/2012;T25;NA;0,049155944;0,13989746
1222;01/09/2012;T25;NA;0,049068844;0,139925672
1227;02/09/2012;T25;NA;0,048888644;0,139528712
1232;03/09/2012;T25;NA;0,048857205;0,139570073
1237;04/09/2012;T25;NA;0,048899065;0,139628234
1242;05/09/2012;T25;NA;0,048923303;0,139826119
1247;06/09/2012;T25;NA;0,048883723;0,139981755
1252;07/09/2012;T25;NA;0,04879325;0,140090843
1257;08/09/2012;T25;NA;0,04871869;0,140184357
1262;09/09/2012;T25;NA;0,048714196;0,140293211
1267;10/09/2012;T25;NA;0,048830689;0,140443501
1272;11/09/2012;T25;NA;0,049149158;0,140691806
1277;12/09/2012;T25;NA;0,04922622;0,14084076
1282;13/09/2012;T25;NA;0,049343767;0,141005376
1287;14/09/2012;T25;NA;0,049439313;0,141158781
1292;15/09/2012;T25;NA;0,049529974;0,141383858
1297;16/09/2012;T25;NA;0,049680563;0,141505832
1302;17/09/2012;T25;NA;0,049674129;0,141671135
1307;18/09/2012;T25;NA;0,04965875;0,141711381
1312;19/09/2012;T25;NA;0,049850555;0,141929536
1317;20/09/2012;T25;NA;0,050318765;0,142282724
1322;21/09/2012;T25;NA;0,050335539;0,142351896
1327;22/09/2012;T25;NA;0,050846917;0,142656245
1332;23/09/2012;T25;NA;0,051298483;0,142974716
1337;24/09/2012;T25;NA;0,051378283;0,143146455
1342;25/09/2012;T25;NA;0,051746927;0,143433183
1347;26/09/2012;T25;NA;0,052072359;0,143820123
1352;27/09/2012;T25;NA;0,052331487;0,144084431
1357;28/09/2012;T25;NA;0,052429697;0,144300066
1362;29/09/2012;T25;NA;0,052494453;0,144393181
1367;30/09/2012;T25;NA;0,05228688;0,144183442
1372;01/10/2012;T25;NA;0,052225905;0,144091667
1377;02/10/2012;T25;NA;0,052386351;0,144072031
1382;03/10/2012;T25;NA;0,052431991;0,144004482
1387;04/10/2012;T25;NA;0,052333839;0,143879262
1392;05/10/2012;T25;NA;0,052356558;0,143783729
1397;06/10/2012;T25;NA;0,052582719;0,144049562
1402;07/10/2012;T25;NA;0,052816942;0,144309492
1407;08/10/2012;T25;NA;0,052855853;0,14417499
1412;09/10/2012;T25;NA;0,052931713;0,144036275
1417;10/10/2012;T25;NA;0,053068975;0,143912289
1422;11/10/2012;T25;NA;0,053132415;0,143750144
1427;12/10/2012;T25;NA;0,053018809;0,143507803
1432;13/10/2012;T25;NA;0,052874691;0,14311899
1437;14/10/2012;T25;NA;0,052729442;0,142640817
1442;15/10/2012;T25;NA;0,052601656;0,142340251
1447;16/10/2012;T25;NA;0,052596995;0,142023534
1452;17/10/2012;T25;NA;0,052998285;0,14188945
1457;18/10/2012;T25;NA;0,053366489;0,142185006
1462;19/10/2012;T25;NA;0,053463326;0,142465179
1467;20/10/2012;T25;NA;0,053721692;0,142781223
1472;21/10/2012;T25;NA;0,054051722;0,143108086
1477;22/10/2012;T25;NA;0,05415158;0,143342281
1482;23/10/2012;T25;NA;0,054631227;0,143734061
1487;24/10/2012;T25;NA;0,054811388;0,143920351
1492;25/10/2012;T25;NA;0,054922323;0,144116549
1497;26/10/2012;T25;NA;0,054901179;0,144097098
1502;27/10/2012;T25;NA;0,054822656;0,144076603
1507;28/10/2012;T25;NA;0,054575199;0,143985517
1512;29/10/2012;T25;NA;0,0546251;0,144055768
1517;30/10/2012;T25;NA;0,054784028;0,144108204
1522;31/10/2012;T25;NA;0,055485796;0,144221959
1527;01/11/2012;T25;NA;0,055588051;0,144251326
1532;02/11/2012;T25;NA;0,055495164;0,143893831
1537;03/11/2012;T25;NA;0,055334462;0,143508274
1542;04/11/2012;T25;NA;0,055917518;0,143355918
1547;05/11/2012;T25;NA;0,055742899;0,143141714
1552;06/11/2012;T25;NA;0,055475157;0,1427156
1557;07/11/2012;T25;NA;0,055484349;0,142571054
1562;08/11/2012;T25;NA;0,055533532;0,14258472
1567;09/11/2012;T25;NA;0,055624423;0,142595472
1572;10/11/2012;T25;NA;0,055644432;0,142580218
1577;11/11/2012;T25;NA;0,055558971;0,142546774
1582;12/11/2012;T25;NA;0,055528642;0,142384567
1587;13/11/2012;T25;NA;0,055725301;0,142314729
1592;14/11/2012;T25;NA;0,05559173;0,142153752
1597;15/11/2012;T25;NA;0,055114164;0,141521276
1602;16/11/2012;T25;NA;0,054984533;0,141393113
1607;17/11/2012;T25;NA;0,054767098;0,140871018
1612;18/11/2012;T25;NA;0,054505361;0,14033113
1617;19/11/2012;T25;NA;0,054502558;0,140265908
1622;20/11/2012;T25;NA;0,054604572;0,140218119
1627;21/11/2012;T25;NA;0,054597125;0,140136498
1632;22/11/2012;T25;NA;0,054721037;0,140090386
1637;23/11/2012;T25;NA;0,054956991;0,140051996
1642;24/11/2012;T25;NA;0,055075291;0,139973711
1647;25/11/2012;T25;NA;0,054947703;0,139513136
1652;26/11/2012;T25;NA;0,055230656;0,139546145
1657;27/11/2012;T25;NA;0,055433737;0,139432284
1662;28/11/2012;T25;NA;0,055595869;0,139323244
1667;29/11/2012;T25;NA;0,055640612;0,139187772
1672;30/11/2012;T25;NA;0,055575573;0,138903631
1677;01/12/2012;T25;NA;0,055239961;0,138291507
1682;02/12/2012;T25;NA;0,055031368;0,13770488
1687;03/12/2012;T25;NA;0,05505369;0,137452898
1692;04/12/2012;T25;NA;0,055607423;0,137395271
1697;05/12/2012;T25;NA;0,055394613;0,137026468
1702;06/12/2012;T25;NA;0,055323001;0,136837263
1707;07/12/2012;T25;NA;0,05517325;0,136521072
1712;08/12/2012;T25;NA;0,055332704;0,136007851
1717;09/12/2012;T25;NA;0,055478972;0,13552233
1722;10/12/2012;T25;NA;0,055703815;0,135479309
1727;11/12/2012;T25;NA;0,056393714;0,135587149
1732;12/12/2012;T25;NA;0,056543857;0,135579479
1737;13/12/2012;T25;NA;0,056427797;0,135395931
1742;14/12/2012;T25;NA;0,057382806;0,135486385
1747;15/12/2012;T25;NA;0,057280615;0,134942936
1752;16/12/2012;T25;NA;0,056523573;0,134183275
1757;17/12/2012;T25;NA;0,056105097;0,133891887
1762;18/12/2012;T25;NA;0,056739248;0,1339675
1767;19/12/2012;T25;NA;0,057269223;0,134013509
1772;20/12/2012;T25;NA;0,057274451;0,134028761
